borough,year,month_name,average_house_price,number_of_crimes
Barking and Dagenham,2012,April,164731.04,1264
Barking and Dagenham,2012,August,166179.7,1269
Barking and Dagenham,2012,December,167813.02,1260
Barking and Dagenham,2012,February,163607.22,1307
Barking and Dagenham,2012,January,163899.02,1437
Barking and Dagenham,2012,July,168007.15,1342
Barking and Dagenham,2012,June,168049.09,1298
Barking and Dagenham,2012,March,164437.52,1557
Barking and Dagenham,2012,May,166502.98,1371
Barking and Dagenham,2012,November,166508.02,1392
Barking and Dagenham,2012,October,165327.7,1299
Barking and Dagenham,2012,September,165304.48,1194
Barking and Dagenham,2013,April,169967.71,1297
Barking and Dagenham,2013,August,173720.45,1215
Barking and Dagenham,2013,December,183098.95,1159
Barking and Dagenham,2013,February,169460.75,1423
Barking and Dagenham,2013,January,167918.76,1453
Barking and Dagenham,2013,July,174604.28,1414
Barking and Dagenham,2013,June,172651.76,1203
Barking and Dagenham,2013,March,169413.84,1397
Barking and Dagenham,2013,May,170475.25,1297
Barking and Dagenham,2013,November,181909.73,1367
Barking and Dagenham,2013,October,176820.56,1327
Barking and Dagenham,2013,September,174761.46,1207
Barking and Dagenham,2014,April,193076.7,1183
Barking and Dagenham,2014,August,204974.04,1236
Barking and Dagenham,2014,December,218284.7,1241
Barking and Dagenham,2014,February,185428.45,1204
Barking and Dagenham,2014,January,184883.65,1254
Barking and Dagenham,2014,July,201936.12,1338
Barking and Dagenham,2014,June,198039.77,1269
Barking and Dagenham,2014,March,189876.91,1418
Barking and Dagenham,2014,May,196620.4,1218
Barking and Dagenham,2014,November,216631.09,1434
Barking and Dagenham,2014,October,213902.79,1296
Barking and Dagenham,2014,September,210412.14,1335
Barking and Dagenham,2015,April,222176.33,1278
Barking and Dagenham,2015,August,241734.72,1338
Barking and Dagenham,2015,December,253145.36,1410
Barking and Dagenham,2015,February,222918.55,1165
Barking and Dagenham,2015,January,220070.15,1251
Barking and Dagenham,2015,July,235702.39,1494
Barking and Dagenham,2015,June,227557.92,1362
Barking and Dagenham,2015,March,222416.94,1471
Barking and Dagenham,2015,May,221825.74,1436
Barking and Dagenham,2015,November,246955.46,1437
Barking and Dagenham,2015,October,243538.57,1329
Barking and Dagenham,2015,September,243479.16,1375
Barking and Dagenham,2016,April,266743.69,1339
Barking and Dagenham,2016,August,279483.75,1346
Barking and Dagenham,2016,December,285621.88,1278
Barking and Dagenham,2016,February,262861.02,1371
Barking and Dagenham,2016,January,258757.89,1376
Barking and Dagenham,2016,July,274242.53,1534
Barking and Dagenham,2016,June,269318.45,1449
Barking and Dagenham,2016,March,266208.95,1491
Barking and Dagenham,2016,May,268080.54,1555
Barking and Dagenham,2016,November,285853.44,1316
Barking and Dagenham,2016,October,286209.99,1323
Barking and Dagenham,2016,September,283653.5,1363
Barnet,2012,April,351150.01,1932
Barnet,2012,August,362585.6,1784
Barnet,2012,December,361370.67,1903
Barnet,2012,February,352047.77,1884
Barnet,2012,January,351280.04,1852
Barnet,2012,July,362335.28,1990
Barnet,2012,June,361667.28,1993
Barnet,2012,March,348611.04,2234
Barnet,2012,May,353468.96,1966
Barnet,2012,November,365376.05,2264
Barnet,2012,October,366526.59,2020
Barnet,2012,September,367108.87,1751
Barnet,2013,April,361906.99,1781
Barnet,2013,August,382032.29,1674
Barnet,2013,December,392168.34,1925
Barnet,2013,February,363063.89,1877
Barnet,2013,January,362880.05,1918
Barnet,2013,July,377519.93,1925
Barnet,2013,June,367753.91,1813
Barnet,2013,March,363754.4,2050
Barnet,2013,May,364636.98,1834
Barnet,2013,November,390597.64,1987
Barnet,2013,October,385628.57,1965
Barnet,2013,September,385304.34,1761
Barnet,2014,April,414854.68,1890
Barnet,2014,August,446442.74,1854
Barnet,2014,December,450576.63,1904
Barnet,2014,February,403841.97,1758
Barnet,2014,January,398384.34,1814
Barnet,2014,July,438504.79,1929
Barnet,2014,June,428806.18,1725
Barnet,2014,March,411452.62,1970
Barnet,2014,May,421203.0,1934
Barnet,2014,November,448523.49,1958
Barnet,2014,October,451041.43,2013
Barnet,2014,September,450728.35,1823
Barnet,2015,April,472033.24,1886
Barnet,2015,August,478796.06,1973
Barnet,2015,December,501292.88,2072
Barnet,2015,February,471362.71,1822
Barnet,2015,January,461382.52,1963
Barnet,2015,July,470262.04,2127
Barnet,2015,June,473321.76,2056
Barnet,2015,March,473232.8,1937
Barnet,2015,May,466124.82,1932
Barnet,2015,November,499849.95,2144
Barnet,2015,October,492109.85,2198
Barnet,2015,September,484486.77,1926
Barnet,2016,April,517408.28,2106
Barnet,2016,August,532357.93,2043
Barnet,2016,December,522223.27,1975
Barnet,2016,February,509863.31,1925
Barnet,2016,January,512166.31,1982
Barnet,2016,July,535272.28,2062
Barnet,2016,June,539830.21,2110
Barnet,2016,March,513342.2,2106
Barnet,2016,May,533675.74,2159
Barnet,2016,November,526421.54,2032
Barnet,2016,October,533792.72,2074
Barnet,2016,September,534921.13,2110
Bexley,2012,April,199592.79,938
Bexley,2012,August,205196.52,898
Bexley,2012,December,206956.14,952
Bexley,2012,February,199185.85,886
Bexley,2012,January,197426.91,921
Bexley,2012,July,203974.14,1005
Bexley,2012,June,202550.38,983
Bexley,2012,March,198638.09,1076
Bexley,2012,May,200115.66,1103
Bexley,2012,November,205592.18,947
Bexley,2012,October,205919.08,1029
Bexley,2012,September,205409.42,931
Bexley,2013,April,210863.99,914
Bexley,2013,August,213353.67,914
Bexley,2013,December,222076.32,1103
Bexley,2013,February,210775.76,964
Bexley,2013,January,209191.54,956
Bexley,2013,July,209984.32,969
Bexley,2013,June,210388.36,909
Bexley,2013,March,210529.7,942
Bexley,2013,May,210206.45,959
Bexley,2013,November,219390.53,1050
Bexley,2013,October,218834.44,966
Bexley,2013,September,216048.05,906
Bexley,2014,April,232024.24,1026
Bexley,2014,August,255182.92,938
Bexley,2014,December,261987.53,1016
Bexley,2014,February,226519.0,836
Bexley,2014,January,224320.52,926
Bexley,2014,July,249852.91,1113
Bexley,2014,June,242494.57,1026
Bexley,2014,March,227502.62,1075
Bexley,2014,May,236203.62,917
Bexley,2014,November,260538.66,1016
Bexley,2014,October,258267.34,1030
Bexley,2014,September,258619.33,925
Bexley,2015,April,261865.04,898
Bexley,2015,August,280370.59,846
Bexley,2015,December,295744.43,1031
Bexley,2015,February,261295.73,851
Bexley,2015,January,261751.29,1031
Bexley,2015,July,275330.4,990
Bexley,2015,June,267392.86,1033
Bexley,2015,March,261084.44,1039
Bexley,2015,May,264487.66,1063
Bexley,2015,November,288718.2,1080
Bexley,2015,October,286189.89,1162
Bexley,2015,September,286280.86,966
Bexley,2016,April,311888.63,915
Bexley,2016,August,326877.59,994
Bexley,2016,December,331024.54,1182
Bexley,2016,February,315289.38,1019
Bexley,2016,January,307550.17,1120
Bexley,2016,July,325380.52,1093
Bexley,2016,June,320635.6,1048
Bexley,2016,March,314140.43,1065
Bexley,2016,May,314430.75,998
Bexley,2016,November,331942.71,1152
Bexley,2016,October,330193.73,1148
Bexley,2016,September,329408.05,1106
Brent,2012,April,297524.73,2071
Brent,2012,August,333734.12,2282
Brent,2012,December,322170.53,2043
Brent,2012,February,305248.28,2190
Brent,2012,January,309544.97,2488
Brent,2012,July,323765.21,2219
Brent,2012,June,312586.04,2134
Brent,2012,March,305559.65,2424
Brent,2012,May,301924.02,2257
Brent,2012,November,314303.58,2234
Brent,2012,October,319366.71,2123
Brent,2012,September,323625.25,1892
Brent,2013,April,326443.57,1801
Brent,2013,August,347721.29,1907
Brent,2013,December,359846.26,1915
Brent,2013,February,323824.74,1941
Brent,2013,January,325755.63,2019
Brent,2013,July,336231.85,2032
Brent,2013,June,334340.7,1982
Brent,2013,March,323030.74,2053
Brent,2013,May,328625.35,2010
Brent,2013,November,361040.92,2135
Brent,2013,October,355724.56,2057
Brent,2013,September,353281.75,1907
Brent,2014,April,379175.29,1959
Brent,2014,August,406619.24,1933
Brent,2014,December,419643.09,1900
Brent,2014,February,364592.35,1813
Brent,2014,January,365189.88,2055
Brent,2014,July,404163.56,2140
Brent,2014,June,400902.3,2185
Brent,2014,March,367413.83,2054
Brent,2014,May,391225.22,2130
Brent,2014,November,412968.73,2034
Brent,2014,October,410328.48,2184
Brent,2014,September,414027.83,2039
Brent,2015,April,429920.96,1934
Brent,2015,August,443363.4,1950
Brent,2015,December,468583.65,2145
Brent,2015,February,420874.35,1835
Brent,2015,January,422944.05,1935
Brent,2015,July,438513.31,2001
Brent,2015,June,435950.6,2094
Brent,2015,March,423953.65,2084
Brent,2015,May,440208.61,2135
Brent,2015,November,455424.88,2394
Brent,2015,October,461859.58,2336
Brent,2015,September,449822.95,2040
Brent,2016,April,485098.55,2116
Brent,2016,August,489421.43,2269
Brent,2016,December,490417.69,2285
Brent,2016,February,482554.93,2057
Brent,2016,January,469515.94,2124
Brent,2016,July,494640.69,2285
Brent,2016,June,493629.24,2316
Brent,2016,March,473554.22,2126
Brent,2016,May,488299.21,2406
Brent,2016,November,502654.14,2158
Brent,2016,October,504664.61,2366
Brent,2016,September,499182.38,2185
Bromley,2012,April,277342.09,1436
Bromley,2012,August,286912.33,1611
Bromley,2012,December,288681.6,1544
Bromley,2012,February,278473.78,1606
Bromley,2012,January,276024.95,1731
Bromley,2012,July,284387.01,1731
Bromley,2012,June,281963.14,1578
Bromley,2012,March,276013.75,1755
Bromley,2012,May,277755.89,1637
Bromley,2012,November,285691.58,1740
Bromley,2012,October,286087.19,1671
Bromley,2012,September,284966.78,1582
Bromley,2013,April,287189.84,1615
Bromley,2013,August,301768.82,1457
Bromley,2013,December,314302.04,1626
Bromley,2013,February,285701.45,1529
Bromley,2013,January,286846.48,1599
Bromley,2013,July,297144.66,1653
Bromley,2013,June,294243.0,1402
Bromley,2013,March,284151.27,1630
Bromley,2013,May,289505.63,1509
Bromley,2013,November,309175.7,1688
Bromley,2013,October,306432.59,1718
Bromley,2013,September,303568.98,1519
Bromley,2014,April,327862.64,1542
Bromley,2014,August,362180.62,1586
Bromley,2014,December,372899.26,1694
Bromley,2014,February,318485.7,1514
Bromley,2014,January,315709.32,1628
Bromley,2014,July,357091.89,1802
Bromley,2014,June,347890.74,1646
Bromley,2014,March,319079.19,1640
Bromley,2014,May,336865.8,1618
Bromley,2014,November,374419.72,1718
Bromley,2014,October,372018.2,1708
Bromley,2014,September,369783.89,1572
Bromley,2015,April,370450.35,1684
Bromley,2015,August,389249.16,1707
Bromley,2015,December,411123.72,1720
Bromley,2015,February,370457.6,1577
Bromley,2015,January,372855.58,1687
Bromley,2015,July,384312.62,1777
Bromley,2015,June,382265.81,1794
Bromley,2015,March,369932.3,1739
Bromley,2015,May,377117.73,1760
Bromley,2015,November,404754.42,1716
Bromley,2015,October,401827.02,1744
Bromley,2015,September,393831.11,1732
Bromley,2016,April,422300.95,1530
Bromley,2016,August,443017.57,1537
Bromley,2016,December,429187.31,1860
Bromley,2016,February,416896.65,1647
Bromley,2016,January,413460.18,1692
Bromley,2016,July,439330.96,1780
Bromley,2016,June,432272.4,1607
Bromley,2016,March,418642.41,1695
Bromley,2016,May,425209.77,1708
Bromley,2016,November,427362.83,1755
Bromley,2016,October,430089.57,1758
Bromley,2016,September,438326.84,1595
Camden,2012,April,574961.77,2598
Camden,2012,August,614424.38,2513
Camden,2012,December,620350.6,2540
Camden,2012,February,550840.99,2401
Camden,2012,January,548416.09,2617
Camden,2012,July,600405.8,2855
Camden,2012,June,575349.52,2645
Camden,2012,March,568978.93,2918
Camden,2012,May,575995.95,2970
Camden,2012,November,596278.13,2588
Camden,2012,October,594506.02,2563
Camden,2012,September,613483.04,2264
Camden,2013,April,649539.96,2356
Camden,2013,August,707358.96,2483
Camden,2013,December,671214.88,2021
Camden,2013,February,651997.83,2320
Camden,2013,January,627541.23,2535
Camden,2013,July,685330.1,2533
Camden,2013,June,671438.88,2506
Camden,2013,March,635099.04,2372
Camden,2013,May,651476.18,2444
Camden,2013,November,662700.52,2096
Camden,2013,October,689918.3,2498
Camden,2013,September,705754.83,2271
Camden,2014,April,728941.98,2111
Camden,2014,August,794040.11,2053
Camden,2014,December,761593.91,2426
Camden,2014,February,719848.43,2075
Camden,2014,January,695470.36,2244
Camden,2014,July,787361.41,2211
Camden,2014,June,769628.44,2242
Camden,2014,March,720064.3,2358
Camden,2014,May,746937.89,2263
Camden,2014,November,769851.99,2495
Camden,2014,October,780637.7,2481
Camden,2014,September,803461.15,2239
Camden,2015,April,749621.3,2434
Camden,2015,August,819743.8,2251
Camden,2015,December,796767.15,2399
Camden,2015,February,769170.83,2238
Camden,2015,January,769724.23,2385
Camden,2015,July,793213.06,2492
Camden,2015,June,770153.95,2566
Camden,2015,March,756915.05,2529
Camden,2015,May,745684.4,2716
Camden,2015,November,816647.75,2521
Camden,2015,October,828315.77,2578
Camden,2015,September,833333.92,2368
Camden,2016,April,838254.5,2254
Camden,2016,August,769511.51,2476
Camden,2016,December,832125.72,2628
Camden,2016,February,827590.44,2363
Camden,2016,January,808530.53,2335
Camden,2016,July,753956.35,2585
Camden,2016,June,770905.2,2365
Camden,2016,March,854686.04,2290
Camden,2016,May,807400.74,2501
Camden,2016,November,830454.51,2419
Camden,2016,October,805146.42,2542
Camden,2016,September,786865.58,2425
City of London,2012,April,524290.44,8
City of London,2012,August,496168.18,13
City of London,2012,December,491528.76,7
City of London,2012,February,510537.11,23
City of London,2012,January,525722.75,18
City of London,2012,July,543036.88,10
City of London,2012,June,542517.68,15
City of London,2012,March,527408.3,16
City of London,2012,May,573532.4,9
City of London,2012,November,521448.26,13
City of London,2012,October,521769.36,11
City of London,2012,September,525970.5,14
City of London,2013,April,590684.75,7
City of London,2013,August,645847.38,18
City of London,2013,December,615401.01,8
City of London,2013,February,499206.68,7
City of London,2013,January,465451.29,10
City of London,2013,July,651116.06,8
City of London,2013,June,662700.26,12
City of London,2013,March,527874.07,7
City of London,2013,May,578036.86,10
City of London,2013,November,546793.23,3
City of London,2013,October,527374.21,7
City of London,2013,September,529618.78,13
City of London,2014,April,665262.16,8
City of London,2014,August,761543.73,9
City of London,2014,December,773768.32,19
City of London,2014,February,648359.43,7
City of London,2014,January,625001.04,11
City of London,2014,July,724282.34,6
City of London,2014,June,697309.35,4
City of London,2014,March,654629.37,4
City of London,2014,May,682662.51,13
City of London,2014,November,762734.8,14
City of London,2014,October,763368.66,9
City of London,2014,September,753704.13,11
City of London,2015,April,729148.1,15
City of London,2015,August,760243.05,16
City of London,2015,December,713252.56,7
City of London,2015,February,760549.53,9
City of London,2015,January,783666.57,9
City of London,2015,July,779096.64,16
City of London,2015,June,776509.04,13
City of London,2015,March,767206.64,10
City of London,2015,May,762814.72,20
City of London,2015,November,741727.33,11
City of London,2015,October,781357.74,9
City of London,2015,September,767464.3,16
City of London,2016,April,805319.96,15
City of London,2016,August,848269.38,19
City of London,2016,December,811785.72,34
City of London,2016,February,765643.56,10
City of London,2016,January,736788.5,10
City of London,2016,July,911826.81,13
City of London,2016,June,907964.66,8
City of London,2016,March,794754.28,12
City of London,2016,May,845579.47,9
City of London,2016,November,818662.73,12
City of London,2016,October,792664.25,17
City of London,2016,September,780527.28,19
Croydon,2012,April,221231.91,2402
Croydon,2012,August,222026.33,2414
Croydon,2012,December,226742.05,2371
Croydon,2012,February,217908.27,2240
Croydon,2012,January,217208.7,2970
Croydon,2012,July,222293.36,2506
Croydon,2012,June,223322.66,2494
Croydon,2012,March,218199.07,2613
Croydon,2012,May,221817.07,2621
Croydon,2012,November,224418.14,2675
Croydon,2012,October,223602.33,2510
Croydon,2012,September,223035.92,2373
Croydon,2013,April,224769.29,2173
Croydon,2013,August,240105.54,2310
Croydon,2013,December,246214.99,2160
Croydon,2013,February,224198.96,2184
Croydon,2013,January,225826.43,2263
Croydon,2013,July,238169.69,2537
Croydon,2013,June,234713.36,2336
Croydon,2013,March,223504.14,2309
Croydon,2013,May,230346.19,2267
Croydon,2013,November,243100.19,2273
Croydon,2013,October,242224.24,2434
Croydon,2013,September,240105.53,2198
Croydon,2014,April,265666.87,2042
Croydon,2014,August,283801.41,2229
Croydon,2014,December,290220.07,2472
Croydon,2014,February,253191.62,1963
Croydon,2014,January,249311.36,2404
Croydon,2014,July,276361.28,2342
Croydon,2014,June,274343.55,2280
Croydon,2014,March,257225.18,2236
Croydon,2014,May,271043.72,2156
Croydon,2014,November,291729.81,2449
Croydon,2014,October,294573.93,2473
Croydon,2014,September,290460.18,2311
Croydon,2015,April,295858.84,2303
Croydon,2015,August,313111.73,2232
Croydon,2015,December,330485.7,2232
Croydon,2015,February,290154.73,2101
Croydon,2015,January,288818.94,2376
Croydon,2015,July,306205.73,2376
Croydon,2015,June,299875.9,2553
Croydon,2015,March,292750.0,2494
Croydon,2015,May,297564.97,2506
Croydon,2015,November,326503.9,2451
Croydon,2015,October,323263.09,2270
Croydon,2015,September,320175.43,2195
Croydon,2016,April,348189.7,2334
Croydon,2016,August,369721.8,2523
Croydon,2016,December,363571.31,2387
Croydon,2016,February,337821.5,2154
Croydon,2016,January,332811.49,2248
Croydon,2016,July,363898.48,2668
Croydon,2016,June,358488.46,2466
Croydon,2016,March,342037.51,2199
Croydon,2016,May,352807.73,2591
Croydon,2016,November,363662.25,2288
Croydon,2016,October,368082.0,2398
Croydon,2016,September,369069.48,2456
Ealing,2012,April,304805.41,2212
Ealing,2012,August,330625.63,2398
Ealing,2012,December,327287.6,2226
Ealing,2012,February,308314.58,2171
Ealing,2012,January,304690.13,2531
Ealing,2012,July,329311.63,2547
Ealing,2012,June,321733.9,2420
Ealing,2012,March,305322.87,2613
Ealing,2012,May,310930.9,2539
Ealing,2012,November,329404.5,2518
Ealing,2012,October,325861.68,2396
Ealing,2012,September,326082.5,2261
Ealing,2013,April,328638.96,2156
Ealing,2013,August,347294.08,2061
Ealing,2013,December,352969.42,1984
Ealing,2013,February,322278.07,2231
Ealing,2013,January,325025.33,2217
Ealing,2013,July,344200.17,2361
Ealing,2013,June,340097.33,2191
Ealing,2013,March,321594.38,2159
Ealing,2013,May,331102.66,2143
Ealing,2013,November,349247.39,2185
Ealing,2013,October,345781.0,2192
Ealing,2013,September,348838.8,2037
Ealing,2014,April,384904.48,1918
Ealing,2014,August,422701.34,2038
Ealing,2014,December,412835.29,2130
Ealing,2014,February,370619.72,1817
Ealing,2014,January,364513.95,1936
Ealing,2014,July,413032.48,2303
Ealing,2014,June,405195.88,2172
Ealing,2014,March,377756.29,2114
Ealing,2014,May,395085.32,2060
Ealing,2014,November,413241.87,2113
Ealing,2014,October,416777.44,2293
Ealing,2014,September,423807.91,2084
Ealing,2015,April,418825.66,2049
Ealing,2015,August,445828.68,2107
Ealing,2015,December,475935.4,2261
Ealing,2015,February,412001.74,1888
Ealing,2015,January,412383.36,2043
Ealing,2015,July,439528.54,2326
Ealing,2015,June,430233.5,2376
Ealing,2015,March,411635.56,2160
Ealing,2015,May,422372.29,2349
Ealing,2015,November,474405.39,2225
Ealing,2015,October,462653.49,2281
Ealing,2015,September,453922.65,2182
Ealing,2016,April,477227.0,2276
Ealing,2016,August,483847.08,2342
Ealing,2016,December,485390.23,2306
Ealing,2016,February,471280.27,1851
Ealing,2016,January,470506.93,2148
Ealing,2016,July,478452.8,2497
Ealing,2016,June,477207.46,2422
Ealing,2016,March,473104.91,2113
Ealing,2016,May,469889.93,2451
Ealing,2016,November,475630.17,2125
Ealing,2016,October,477265.78,2292
Ealing,2016,September,477486.3,2304
Enfield,2012,April,238950.58,1686
Enfield,2012,August,252055.01,1744
Enfield,2012,December,254951.72,1707
Enfield,2012,February,241211.27,1651
Enfield,2012,January,245201.14,1521
Enfield,2012,July,247629.8,1717
Enfield,2012,June,246588.98,1847
Enfield,2012,March,238118.64,1942
Enfield,2012,May,241600.68,1919
Enfield,2012,November,256116.66,1856
Enfield,2012,October,255359.39,1926
Enfield,2012,September,254221.91,1553
Enfield,2013,April,250979.09,1680
Enfield,2013,August,266534.6,1816
Enfield,2013,December,274721.08,1859
Enfield,2013,February,254621.15,1732
Enfield,2013,January,257976.81,1623
Enfield,2013,July,260419.99,1852
Enfield,2013,June,255050.6,1901
Enfield,2013,March,255208.04,1724
Enfield,2013,May,253467.04,1824
Enfield,2013,November,270459.57,1876
Enfield,2013,October,271405.97,1876
Enfield,2013,September,268408.34,1811
Enfield,2014,April,281240.72,1682
Enfield,2014,August,304944.45,1729
Enfield,2014,December,315082.7,1783
Enfield,2014,February,275164.23,1702
Enfield,2014,January,273452.45,1825
Enfield,2014,July,297079.79,1867
Enfield,2014,June,289656.56,1764
Enfield,2014,March,276980.43,1942
Enfield,2014,May,285433.1,1892
Enfield,2014,November,313472.21,1822
Enfield,2014,October,312717.41,1876
Enfield,2014,September,308965.47,1816
Enfield,2015,April,321755.84,1701
Enfield,2015,August,344108.69,1835
Enfield,2015,December,359624.54,1939
Enfield,2015,February,316689.54,1660
Enfield,2015,January,316066.38,1804
Enfield,2015,July,335380.81,1985
Enfield,2015,June,328529.88,1778
Enfield,2015,March,319393.46,1874
Enfield,2015,May,324720.7,1845
Enfield,2015,November,355745.6,1971
Enfield,2015,October,353796.87,1894
Enfield,2015,September,350229.69,1790
Enfield,2016,April,378214.84,1880
Enfield,2016,August,394132.18,1773
Enfield,2016,December,394465.01,1779
Enfield,2016,February,367809.42,1723
Enfield,2016,January,364188.68,1739
Enfield,2016,July,387870.05,1972
Enfield,2016,June,384296.66,1777
Enfield,2016,March,372205.12,1961
Enfield,2016,May,382086.34,2049
Enfield,2016,November,398232.6,1960
Enfield,2016,October,400662.36,1972
Enfield,2016,September,401714.4,1900
Greenwich,2012,April,233684.15,1576
Greenwich,2012,August,241372.08,1741
Greenwich,2012,December,241770.09,1580
Greenwich,2012,February,230168.58,1514
Greenwich,2012,January,228108.76,1708
Greenwich,2012,July,241182.62,1734
Greenwich,2012,June,238692.73,1852
Greenwich,2012,March,232272.57,1729
Greenwich,2012,May,235995.7,1817
Greenwich,2012,November,239732.58,1657
Greenwich,2012,October,240143.85,1626
Greenwich,2012,September,240643.71,1494
Greenwich,2013,April,246976.77,1564
Greenwich,2013,August,254632.8,1520
Greenwich,2013,December,270966.05,1452
Greenwich,2013,February,244672.61,1538
Greenwich,2013,January,243317.87,1656
Greenwich,2013,July,251706.36,1662
Greenwich,2013,June,248787.09,1572
Greenwich,2013,March,246865.23,1491
Greenwich,2013,May,249862.9,1496
Greenwich,2013,November,263671.99,1676
Greenwich,2013,October,260391.14,1742
Greenwich,2013,September,258940.32,1579
Greenwich,2014,April,283713.81,1565
Greenwich,2014,August,313801.62,1560
Greenwich,2014,December,312910.69,1595
Greenwich,2014,February,278804.96,1480
Greenwich,2014,January,276452.44,1572
Greenwich,2014,July,304855.81,1872
Greenwich,2014,June,305404.58,1809
Greenwich,2014,March,276156.64,1605
Greenwich,2014,May,290617.31,1648
Greenwich,2014,November,311782.84,1672
Greenwich,2014,October,313948.23,1727
Greenwich,2014,September,311768.56,1789
Greenwich,2015,April,313538.66,1678
Greenwich,2015,August,341027.55,1751
Greenwich,2015,December,360227.7,1749
Greenwich,2015,February,317091.48,1533
Greenwich,2015,January,317461.01,1779
Greenwich,2015,July,338278.74,1838
Greenwich,2015,June,328021.9,1742
Greenwich,2015,March,315068.61,1771
Greenwich,2015,May,319770.1,1782
Greenwich,2015,November,346944.2,1846
Greenwich,2015,October,343039.91,1765
Greenwich,2015,September,341715.86,1695
Greenwich,2016,April,366842.73,1808
Greenwich,2016,August,379423.62,1919
Greenwich,2016,December,374293.24,1880
Greenwich,2016,February,365733.8,1681
Greenwich,2016,January,365319.39,1863
Greenwich,2016,July,379563.55,2050
Greenwich,2016,June,380772.23,2007
Greenwich,2016,March,360460.73,1836
Greenwich,2016,May,376365.56,1868
Greenwich,2016,November,371158.48,1881
Greenwich,2016,October,374524.38,1982
Greenwich,2016,September,378395.17,1955
Hackney,2012,April,311294.53,2234
Hackney,2012,August,333001.87,2287
Hackney,2012,December,342619.75,2127
Hackney,2012,February,310732.81,1950
Hackney,2012,January,324158.63,2184
Hackney,2012,July,324415.92,2305
Hackney,2012,June,321176.14,2422
Hackney,2012,March,309636.54,2553
Hackney,2012,May,316720.87,2374
Hackney,2012,November,340411.23,2209
Hackney,2012,October,334252.65,2390
Hackney,2012,September,337488.85,2060
Hackney,2013,April,357095.63,2117
Hackney,2013,August,379507.77,2255
Hackney,2013,December,402761.32,1929
Hackney,2013,February,352970.75,2024
Hackney,2013,January,350965.02,2020
Hackney,2013,July,368133.15,2375
Hackney,2013,June,362160.59,2254
Hackney,2013,March,355011.46,2072
Hackney,2013,May,358151.74,2161
Hackney,2013,November,397691.78,2124
Hackney,2013,October,392764.84,2233
Hackney,2013,September,394812.77,2069
Hackney,2014,April,440754.77,1960
Hackney,2014,August,480141.05,2048
Hackney,2014,December,470618.79,2007
Hackney,2014,February,423298.41,1852
Hackney,2014,January,415052.75,1977
Hackney,2014,July,469549.69,2147
Hackney,2014,June,460254.84,2163
Hackney,2014,March,433503.29,2143
Hackney,2014,May,452303.62,2060
Hackney,2014,November,466708.19,2251
Hackney,2014,October,483110.37,2213
Hackney,2014,September,481365.56,2072
Hackney,2015,April,494044.53,2190
Hackney,2015,August,525032.12,2219
Hackney,2015,December,528858.44,2116
Hackney,2015,February,480167.8,2086
Hackney,2015,January,469390.52,2113
Hackney,2015,July,519468.75,2429
Hackney,2015,June,515433.0,2458
Hackney,2015,March,477175.21,2313
Hackney,2015,May,506157.04,2405
Hackney,2015,November,520051.73,2225
Hackney,2015,October,522113.08,2310
Hackney,2015,September,523695.69,2077
Hackney,2016,April,535302.93,2212
Hackney,2016,August,525754.51,2538
Hackney,2016,December,548758.42,2354
Hackney,2016,February,556674.88,2041
Hackney,2016,January,546501.77,2124
Hackney,2016,July,515654.02,2590
Hackney,2016,June,500430.26,2625
Hackney,2016,March,566460.94,2226
Hackney,2016,May,515687.24,2376
Hackney,2016,November,557601.67,2301
Hackney,2016,October,546368.29,2455
Hackney,2016,September,537761.23,2423
Hammersmith and Fulham,2012,April,554481.66,1785
Hammersmith and Fulham,2012,August,592531.87,1748
Hammersmith and Fulham,2012,December,611486.88,1628
Hammersmith and Fulham,2012,February,518104.72,1673
Hammersmith and Fulham,2012,January,509471.99,1711
Hammersmith and Fulham,2012,July,580568.13,1821
Hammersmith and Fulham,2012,June,568853.09,1757
Hammersmith and Fulham,2012,March,530216.55,1827
Hammersmith and Fulham,2012,May,552495.12,1903
Hammersmith and Fulham,2012,November,594072.52,1721
Hammersmith and Fulham,2012,October,603875.76,1750
Hammersmith and Fulham,2012,September,588823.81,1706
Hammersmith and Fulham,2013,April,610841.43,1502
Hammersmith and Fulham,2013,August,625932.31,1540
Hammersmith and Fulham,2013,December,666669.75,1480
Hammersmith and Fulham,2013,February,618330.47,1474
Hammersmith and Fulham,2013,January,601380.06,1577
Hammersmith and Fulham,2013,July,626507.39,1557
Hammersmith and Fulham,2013,June,608410.62,1497
Hammersmith and Fulham,2013,March,616966.91,1489
Hammersmith and Fulham,2013,May,619405.46,1613
Hammersmith and Fulham,2013,November,663612.86,1684
Hammersmith and Fulham,2013,October,663807.84,1681
Hammersmith and Fulham,2013,September,656484.97,1511
Hammersmith and Fulham,2014,April,691361.95,1541
Hammersmith and Fulham,2014,August,762631.31,1607
Hammersmith and Fulham,2014,December,735096.1,1678
Hammersmith and Fulham,2014,February,682453.84,1284
Hammersmith and Fulham,2014,January,666571.57,1552
Hammersmith and Fulham,2014,July,740943.46,1573
Hammersmith and Fulham,2014,June,713338.96,1612
Hammersmith and Fulham,2014,March,681088.29,1475
Hammersmith and Fulham,2014,May,696569.17,1737
Hammersmith and Fulham,2014,November,746423.82,1820
Hammersmith and Fulham,2014,October,763041.27,1722
Hammersmith and Fulham,2014,September,773678.49,1584
Hammersmith and Fulham,2015,April,751604.08,1674
